latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
62.3184,5.7257843,0.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),snowfall (cm),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),soil_temperature_0cm (°C)
2023-09-18T22:00,16.3,72,0.00,0.00,18.7,150,32.4,13.7
2023-09-18T23:00,16.4,69,0.00,0.00,25.6,159,38.9,13.5
2023-09-19T00:00,16.5,70,0.00,0.00,24.8,159,37.4,13.3
2023-09-19T01:00,16.0,70,0.00,0.00,23.4,161,38.9,13.3
2023-09-19T02:00,16.0,71,0.00,0.00,19.1,159,35.6,13.4
2023-09-19T03:00,16.1,75,0.00,0.00,9.0,129,15.1,13.2
2023-09-19T04:00,15.7,75,0.00,0.00,10.1,171,15.5,12.9
2023-09-19T05:00,14.8,77,0.00,0.00,6.8,256,14.4,13.3
2023-09-19T06:00,14.4,84,0.00,0.00,22.3,253,33.8,13.4
2023-09-19T07:00,13.8,83,0.00,0.00,19.4,251,40.3,13.3
2023-09-19T08:00,12.9,84,0.30,0.00,9.4,234,30.6,13.3
2023-09-19T09:00,12.3,88,0.70,0.00,19.4,253,30.6,13.2
2023-09-19T10:00,10.9,91,1.90,0.00,19.8,269,37.1,13.2
2023-09-19T11:00,10.9,88,1.90,0.00,10.1,272,30.2,13.2
2023-09-19T12:00,11.2,87,0.80,0.00,7.9,198,14.4,13.1
2023-09-19T13:00,11.2,94,1.70,0.00,8.3,169,14.4,13.1
2023-09-19T14:00,11.2,88,1.00,0.00,9.0,231,21.2,13.0
2023-09-19T15:00,11.7,86,0.30,0.00,10.8,258,19.8,13.0
2023-09-19T16:00,11.6,83,0.00,0.00,9.4,251,16.9,13.0
2023-09-19T17:00,11.1,84,0.00,0.00,7.9,244,16.6,12.7
2023-09-19T18:00,10.6,82,0.00,0.00,10.4,234,16.9,12.5
2023-09-19T19:00,10.6,82,0.00,0.00,9.7,228,19.1,12.4
2023-09-19T20:00,10.5,85,0.00,0.00,9.4,213,16.2,12.3
2023-09-19T21:00,10.1,84,0.00,0.00,13.3,208,20.2,12.2
2023-09-19T22:00,10.2,85,0.00,0.00,13.3,203,22.0,12.1
2023-09-19T23:00,10.2,85,0.00,0.00,13.7,210,21.6,12.1
2023-09-20T00:00,10.2,83,0.00,0.00,15.1,212,26.6,12.3
2023-09-20T01:00,10.6,84,0.00,0.00,15.5,224,24.5,12.3
2023-09-20T02:00,10.6,83,0.00,0.00,16.2,230,25.9,12.2
2023-09-20T03:00,10.7,81,0.00,0.00,13.0,218,25.6,12.1
2023-09-20T04:00,10.7,82,0.00,0.00,16.2,192,25.2,12.0
2023-09-20T05:00,10.4,85,0.00,0.00,11.2,183,27.0,11.9
2023-09-20T06:00,10.0,84,0.00,0.00,12.6,173,19.8,11.8
2023-09-20T07:00,9.9,80,0.00,0.00,11.9,160,19.4,12.2
2023-09-20T08:00,10.9,75,0.00,0.00,11.9,154,20.2,12.5
2023-09-20T09:00,11.8,69,0.00,0.00,9.7,136,20.9,13.2
2023-09-20T10:00,13.0,63,0.00,0.00,5.8,110,16.2,13.3
2023-09-20T11:00,14.2,58,0.00,0.00,5.4,49,11.5,13.5
2023-09-20T12:00,14.8,61,0.00,0.00,6.5,65,13.0,13.4
2023-09-20T13:00,15.0,61,0.00,0.00,7.9,81,13.0,13.1
2023-09-20T14:00,15.2,64,0.00,0.00,7.6,77,14.0,12.9
2023-09-20T15:00,14.0,72,0.20,0.00,9.4,96,18.0,12.6
2023-09-20T16:00,12.4,87,2.50,0.00,7.6,84,14.4,12.6
2023-09-20T17:00,12.0,91,3.40,0.00,7.2,115,13.3,12.5
2023-09-20T18:00,11.0,93,3.40,0.00,10.4,147,17.6,12.5
2023-09-20T19:00,11.2,94,1.40,0.00,7.2,22,20.2,12.6
2023-09-20T20:00,11.8,93,0.10,0.00,9.7,155,15.1,12.7
2023-09-20T21:00,12.5,91,0.10,0.00,14.4,158,22.0,12.7
2023-09-20T22:00,13.1,94,2.80,0.00,13.3,155,26.3,12.8
2023-09-20T23:00,13.7,90,0.50,0.00,12.6,175,22.3,12.9
2023-09-21T00:00,14.1,92,0.40,0.00,13.0,169,21.6,13.3
2023-09-21T01:00,14.2,91,0.50,0.00,11.9,180,21.2,13.3
2023-09-21T02:00,14.3,90,0.10,0.00,6.5,185,18.0,13.2
2023-09-21T03:00,13.7,91,0.10,0.00,6.1,207,15.8,13.1
2023-09-21T04:00,13.3,91,0.00,0.00,5.4,239,10.8,13.1
2023-09-21T05:00,12.9,90,0.00,0.00,6.5,179,9.4,12.9
2023-09-21T06:00,12.6,88,0.00,0.00,3.6,172,8.3,12.8
2023-09-21T07:00,12.7,84,0.00,0.00,4.3,188,6.8,13.0
2023-09-21T08:00,13.2,83,0.00,0.00,10.1,141,15.1,13.3
2023-09-21T09:00,12.6,91,0.50,0.00,9.7,131,16.6,13.5
2023-09-21T10:00,12.6,90,0.30,0.00,10.8,150,18.4,13.6
2023-09-21T11:00,12.9,86,0.00,0.00,12.6,154,19.8,14.1
2023-09-21T12:00,14.0,71,0.00,0.00,15.8,148,25.9,14.4
2023-09-21T13:00,15.7,68,0.00,0.00,9.7,145,25.6,14.6
2023-09-21T14:00,16.5,67,0.00,0.00,5.4,307,15.5,14.7
2023-09-21T15:00,16.1,59,0.00,0.00,5.4,226,16.2,14.5
2023-09-21T16:00,15.6,67,0.00,0.00,5.8,299,10.4,14.4
2023-09-21T17:00,14.8,74,0.00,0.00,3.2,269,10.1,13.8
2023-09-21T18:00,13.3,78,0.00,0.00,5.0,186,7.6,13.4
2023-09-21T19:00,12.2,74,0.00,0.00,5.8,201,9.0,13.2
2023-09-21T20:00,11.4,76,0.00,0.00,3.2,233,8.3,12.9
2023-09-21T21:00,11.6,76,0.00,0.00,5.8,179,7.6,12.8
2023-09-21T22:00,11.2,77,0.00,0.00,6.8,138,9.4,13.1
2023-09-21T23:00,10.8,79,0.00,0.00,7.2,137,11.5,13.0
2023-09-22T00:00,10.8,79,0.00,0.00,8.6,141,12.6,12.7
2023-09-22T01:00,11.0,77,0.00,0.00,9.7,141,14.8,12.6
2023-09-22T02:00,11.6,76,0.00,0.00,9.4,136,15.5,12.5
2023-09-22T03:00,11.9,72,0.00,0.00,11.5,167,17.6,12.1
2023-09-22T04:00,12.1,70,0.00,0.00,11.5,161,19.1,11.9
2023-09-22T05:00,11.5,71,0.00,0.00,7.2,164,17.3,11.8
2023-09-22T06:00,11.0,76,0.00,0.00,4.0,133,7.2,12.0
2023-09-22T07:00,11.1,75,0.00,0.00,5.8,143,9.0,12.4
2023-09-22T08:00,12.2,70,0.00,0.00,6.5,146,10.4,13.4
2023-09-22T09:00,13.8,66,0.00,0.00,9.0,143,14.8,14.0
2023-09-22T10:00,15.4,62,0.00,0.00,9.0,122,15.8,14.5
2023-09-22T11:00,16.4,56,0.00,0.00,6.8,122,16.2,14.8
2023-09-22T12:00,16.7,54,0.00,0.00,8.3,126,16.9,14.9
2023-09-22T13:00,17.0,59,0.00,0.00,8.3,38,16.9,15.0
2023-09-22T14:00,16.1,66,0.00,0.00,11.2,3,20.2,15.1
2023-09-22T15:00,15.8,68,0.00,0.00,8.3,340,21.2,14.6
2023-09-22T16:00,16.0,70,0.00,0.00,7.6,311,13.7,14.3
2023-09-22T17:00,15.1,77,0.00,0.00,4.0,276,11.2,13.6
2023-09-22T18:00,13.8,79,0.00,0.00,4.0,199,6.8,13.2
2023-09-22T19:00,13.1,79,0.00,0.00,6.8,147,9.4,13.0
2023-09-22T20:00,13.0,80,0.00,0.00,9.7,160,15.5,12.8
2023-09-22T21:00,12.6,78,0.00,0.00,9.7,151,15.1,12.7
2023-09-22T22:00,12.3,77,0.00,0.00,13.0,141,19.1,12.7
2023-09-22T23:00,12.6,75,0.00,0.00,15.5,150,23.0,12.7
2023-09-23T00:00,13.4,70,0.10,0.00,18.0,156,27.4,12.5
2023-09-23T01:00,13.2,73,0.00,0.00,18.4,150,29.2,12.4
2023-09-23T02:00,13.4,74,0.00,0.00,19.1,158,29.9,12.6
2023-09-23T03:00,13.3,74,0.10,0.00,14.4,159,22.0,12.5
2023-09-23T04:00,13.0,75,0.00,0.00,13.3,160,22.0,12.4
2023-09-23T05:00,12.8,77,0.00,0.00,16.9,157,25.9,12.4
2023-09-23T06:00,12.1,77,0.00,0.00,11.9,175,21.6,12.4
2023-09-23T07:00,11.9,77,0.00,0.00,11.2,168,19.1,12.8
2023-09-23T08:00,12.7,75,0.00,0.00,17.3,171,28.1,13.1
2023-09-23T09:00,13.7,70,0.00,0.00,20.2,195,33.1,13.0
2023-09-23T10:00,14.4,75,0.00,0.00,19.1,208,35.6,13.1
2023-09-23T11:00,14.0,73,0.00,0.00,22.7,199,37.4,13.3
2023-09-23T12:00,13.4,85,0.40,0.00,27.0,228,42.5,13.5
2023-09-23T13:00,13.3,86,0.80,0.00,24.1,247,43.2,13.4
2023-09-23T14:00,12.6,81,0.00,0.00,26.6,246,41.4,13.2
2023-09-23T15:00,12.7,82,0.10,0.00,24.5,243,38.5,13.1
2023-09-23T16:00,12.2,88,0.90,0.00,25.9,263,40.3,12.9
2023-09-23T17:00,11.2,84,0.20,0.00,27.4,260,42.8,12.7
2023-09-23T18:00,11.1,81,0.10,0.00,24.8,252,40.3,12.5
2023-09-23T19:00,10.8,82,0.10,0.00,24.1,250,39.2,12.4
2023-09-23T20:00,10.6,85,0.20,0.00,21.2,239,37.4,12.3
2023-09-23T21:00,10.4,80,0.80,0.00,27.7,260,43.9,12.3
2023-09-23T22:00,10.4,79,0.10,0.00,28.8,261,46.1,12.2
2023-09-23T23:00,10.0,82,0.40,0.00,29.9,265,46.1,12.1
2023-09-24T00:00,9.7,79,1.50,0.00,27.0,260,42.8,12.1
2023-09-24T01:00,10.1,73,0.00,0.00,26.3,259,43.9,12.1
2023-09-24T02:00,10.2,69,0.00,0.00,26.6,258,41.8,12.0
2023-09-24T03:00,10.1,70,0.00,0.00,25.2,256,40.0,12.0
2023-09-24T04:00,9.9,70,0.00,0.00,22.0,253,39.2,11.9
2023-09-24T05:00,9.9,74,0.00,0.00,20.5,231,34.2,11.9
2023-09-24T06:00,9.5,79,0.00,0.00,12.2,193,23.0,11.7
2023-09-24T07:00,9.7,76,0.00,0.00,13.0,189,20.5,12.0
2023-09-24T08:00,10.3,72,0.00,0.00,13.3,206,22.7,12.3
2023-09-24T09:00,11.4,65,0.00,0.00,13.7,216,24.1,12.8
2023-09-24T10:00,12.4,60,0.00,0.00,13.0,226,24.5,13.0
2023-09-24T11:00,13.4,56,0.00,0.00,12.2,222,24.1,13.4
2023-09-24T12:00,13.9,51,0.00,0.00,6.8,238,18.4,13.7
2023-09-24T13:00,14.4,50,0.00,0.00,6.5,134,15.1,13.5
2023-09-24T14:00,13.7,52,0.00,0.00,10.1,113,16.6,13.2
2023-09-24T15:00,12.7,57,0.00,0.00,7.6,135,18.0,12.8
2023-09-24T16:00,12.3,73,0.10,0.00,6.5,127,11.5,12.7
2023-09-24T17:00,12.2,82,0.40,0.00,9.0,142,14.0,12.6
2023-09-24T18:00,13.5,64,0.00,0.00,18.4,158,30.6,12.6
2023-09-24T19:00,13.8,68,0.00,0.00,20.5,162,31.7,12.8
2023-09-24T20:00,14.9,70,0.00,0.00,19.1,163,32.0,12.9
2023-09-24T21:00,15.4,71,0.00,0.00,18.7,159,29.9,12.9
2023-09-24T22:00,15.9,72,0.00,0.00,17.6,168,29.5,12.9
2023-09-24T23:00,16.3,74,0.00,0.00,20.2,162,30.6,12.9
2023-09-25T00:00,16.5,72,0.00,0.00,25.6,152,38.2,13.1
2023-09-25T01:00,16.4,80,0.10,0.00,25.9,160,41.4,13.2
2023-09-25T02:00,16.3,81,0.10,0.00,22.7,153,39.2,13.2
2023-09-25T03:00,15.8,84,0.20,0.00,26.3,161,42.5,13.1
2023-09-25T04:00,16.1,84,0.10,0.00,25.6,152,42.1,13.5
2023-09-25T05:00,16.3,87,0.10,0.00,16.9,155,37.4,13.8
2023-09-25T06:00,17.1,86,0.30,0.00,18.4,149,28.8,13.9
2023-09-25T07:00,16.9,88,0.60,0.00,15.8,155,28.4,13.8
2023-09-25T08:00,15.4,89,1.40,0.00,19.8,159,29.9,13.8
2023-09-25T09:00,15.8,78,3.60,0.00,36.4,194,56.2,14.2
2023-09-25T10:00,15.5,82,0.40,0.00,30.2,212,56.5,14.3
2023-09-25T11:00,17.4,72,0.00,0.00,36.0,207,59.4,14.5
2023-09-25T12:00,18.1,65,0.00,0.00,38.9,206,60.8,14.6
2023-09-25T13:00,17.7,66,0.00,0.00,39.2,209,64.4,14.6
2023-09-25T14:00,17.1,74,0.00,0.00,32.8,216,61.6,14.4
2023-09-25T15:00,16.1,74,0.00,0.00,36.7,210,56.9,14.6
2023-09-25T16:00,16.4,75,0.00,0.00,34.9,213,56.9,14.3
2023-09-25T17:00,15.4,77,0.00,0.00,29.5,215,54.0,14.1
2023-09-25T18:00,15.1,77,0.00,0.00,28.1,207,51.1,14.1
2023-09-25T19:00,14.7,78,0.00,0.00,27.4,211,43.9,14.0
2023-09-25T20:00,14.9,81,0.00,0.00,25.6,215,43.2,13.8
2023-09-25T21:00,15.0,77,0.00,0.00,28.1,215,43.9,14.0
2023-09-25T22:00,15.1,78,0.00,0.00,26.3,214,43.2,13.9
2023-09-25T23:00,15.3,79,0.00,0.00,23.8,216,40.7,13.8
2023-09-26T00:00,14.6,79,0.00,0.00,21.6,221,34.9,13.8
2023-09-26T01:00,14.3,79,0.00,0.00,21.2,213,36.7,13.8
2023-09-26T02:00,14.5,79,0.00,0.00,18.7,204,32.4,13.6
2023-09-26T03:00,14.6,78,0.00,0.00,20.2,206,31.3,13.5
2023-09-26T04:00,15.1,76,0.00,0.00,20.9,201,33.1,13.6
2023-09-26T05:00,14.9,71,0.00,0.00,17.3,188,32.4,13.6
2023-09-26T06:00,14.8,71,0.00,0.00,14.8,164,26.6,13.6
2023-09-26T07:00,14.9,74,0.00,0.00,18.4,165,28.4,13.8
2023-09-26T08:00,15.9,69,0.00,0.00,19.4,179,30.6,14.1
2023-09-26T09:00,16.8,63,0.00,0.00,18.7,182,30.6,14.6
2023-09-26T10:00,17.5,61,0.00,0.00,17.3,178,30.2,15.0
2023-09-26T11:00,18.6,58,0.00,0.00,15.5,189,28.8,15.3
2023-09-26T12:00,19.3,56,0.00,0.00,16.6,191,28.1,15.7
2023-09-26T13:00,19.7,54,0.00,0.00,22.7,206,37.1,15.6
2023-09-26T14:00,19.2,54,0.00,0.00,19.1,201,37.8,15.5
2023-09-26T15:00,19.0,55,0.00,0.00,8.3,154,24.5,15.4
2023-09-26T16:00,18.5,59,0.00,0.00,8.3,161,15.1,14.9
2023-09-26T17:00,18.0,67,0.00,0.00,6.1,158,12.6,13.8
2023-09-26T18:00,17.3,67,0.00,0.00,9.7,147,14.8,13.5
2023-09-26T19:00,17.1,68,0.00,0.00,9.4,145,15.5,13.4
2023-09-26T20:00,16.8,70,0.00,0.00,8.3,141,13.7,13.6
2023-09-26T21:00,16.0,67,0.00,0.00,9.7,144,14.8,13.7
2023-09-26T22:00,16.1,66,0.00,0.00,15.8,157,23.8,13.7
2023-09-26T23:00,16.5,64,0.00,0.00,21.6,163,32.8,13.5
2023-09-27T00:00,16.4,63,0.00,0.00,19.8,163,31.7,13.6
2023-09-27T01:00,16.2,63,0.00,0.00,17.6,168,30.2,13.7
2023-09-27T02:00,15.0,71,0.20,0.00,13.7,164,27.0,13.7
2023-09-27T03:00,15.5,70,0.00,0.00,20.2,174,31.0,13.5
2023-09-27T04:00,15.0,73,0.00,0.00,22.0,188,34.2,13.6
2023-09-27T05:00,14.3,85,0.40,0.00,18.4,212,33.5,13.7
2023-09-27T06:00,14.5,82,0.20,0.00,14.8,188,28.1,13.8
2023-09-27T07:00,14.4,89,0.30,0.00,9.0,267,24.8,13.9
2023-09-27T08:00,14.2,89,1.00,0.00,14.4,255,22.3,14.0
2023-09-27T09:00,14.1,83,0.00,0.00,18.0,251,28.4,14.0
2023-09-27T10:00,14.0,78,0.00,0.00,20.5,255,33.8,14.1
2023-09-27T11:00,14.3,74,0.00,0.00,17.6,248,32.4,14.2
2023-09-27T12:00,15.3,75,0.00,0.00,16.6,251,29.2,14.6
2023-09-27T13:00,15.5,80,0.00,0.00,13.3,251,31.0,14.7
2023-09-27T14:00,16.5,84,0.10,0.00,9.4,261,21.6,14.4
2023-09-27T15:00,16.8,87,0.10,0.00,11.2,264,20.9,14.3
2023-09-27T16:00,15.1,82,0.00,0.00,11.2,246,20.9,14.1
2023-09-27T17:00,14.4,83,0.00,0.00,10.1,255,19.4,13.6
2023-09-27T18:00,13.4,87,0.00,0.00,4.7,285,14.0,12.7
2023-09-27T19:00,12.3,94,0.00,0.00,3.2,132,7.2,12.2
2023-09-27T20:00,11.6,91,0.00,0.00,1.4,202,5.0,12.4
2023-09-27T21:00,10.9,91,0.00,0.00,1.8,103,4.3,12.3
2023-09-27T22:00,10.8,90,0.00,0.00,3.2,66,4.7,12.4
2023-09-27T23:00,11.6,87,0.00,0.00,4.7,105,6.8,12.4
2023-09-28T00:00,11.8,78,0.00,0.00,6.8,94,10.1,12.3
2023-09-28T01:00,12.2,74,0.00,0.00,6.5,106,10.4,12.5
2023-09-28T02:00,11.9,69,0.00,0.00,7.6,115,11.9,12.5
2023-09-28T03:00,12.0,68,0.00,0.00,7.9,120,12.2,12.3
2023-09-28T04:00,11.8,66,0.00,0.00,9.4,125,13.3,12.5
2023-09-28T05:00,12.0,63,0.00,0.00,7.6,105,14.0,12.6
2023-09-28T06:00,12.3,60,0.00,0.00,9.4,131,14.4,12.8
2023-09-28T07:00,13.4,60,0.00,0.00,11.9,128,17.6,12.9
2023-09-28T08:00,15.1,59,0.00,0.00,16.2,146,24.8,13.3
2023-09-28T09:00,16.3,61,0.00,0.00,15.8,146,24.1,13.7
2023-09-28T10:00,16.6,76,0.80,0.00,15.1,140,36.0,13.7
2023-09-28T11:00,16.0,82,0.30,0.00,13.7,145,23.0,14.0
2023-09-28T12:00,17.5,77,0.00,0.00,20.9,149,31.7,14.1
2023-09-28T13:00,16.7,85,0.20,0.00,20.5,142,33.5,13.8
2023-09-28T14:00,16.9,84,0.10,0.00,22.3,162,34.2,14.2
2023-09-28T15:00,16.1,87,1.10,0.00,14.0,186,37.4,14.0
2023-09-28T16:00,16.5,86,0.60,0.00,33.5,210,52.2,14.0
2023-09-28T17:00,16.2,83,0.00,0.00,31.7,213,53.6,14.0
2023-09-28T18:00,15.5,87,0.20,0.00,27.0,223,51.1,13.9
2023-09-28T19:00,15.3,87,0.70,0.00,28.4,224,44.6,14.0
2023-09-28T20:00,15.4,86,0.10,0.00,27.0,227,46.8,13.9
2023-09-28T21:00,15.4,82,0.00,0.00,22.3,223,40.7,13.9
2023-09-28T22:00,15.3,83,0.00,0.00,22.7,228,35.6,13.7
2023-09-28T23:00,15.2,81,0.00,0.00,25.6,232,43.9,13.7
2023-09-29T00:00,14.7,82,0.00,0.00,19.1,231,33.8,13.9
2023-09-29T01:00,14.4,83,0.00,0.00,10.8,208,29.5,13.8
2023-09-29T02:00,14.3,83,0.00,0.00,9.7,164,23.4,13.8
2023-09-29T03:00,14.1,82,0.00,0.00,8.6,170,15.5,13.5
2023-09-29T04:00,14.3,79,0.00,0.00,7.6,176,13.3,13.3
2023-09-29T05:00,14.6,78,0.00,0.00,9.0,152,13.7,13.1
2023-09-29T06:00,14.5,75,0.00,0.00,10.1,180,15.5,13.1
2023-09-29T07:00,14.3,73,0.00,0.00,14.4,160,22.7,13.4
2023-09-29T08:00,14.7,75,0.00,0.00,19.4,143,29.2,13.5
2023-09-29T09:00,14.5,72,0.00,0.00,16.6,147,25.9,13.9
2023-09-29T10:00,14.2,73,0.00,0.00,16.9,156,26.6,13.9
2023-09-29T11:00,14.6,72,0.00,0.00,17.3,138,27.4,14.0
2023-09-29T12:00,16.4,67,0.10,0.00,19.4,170,31.0,14.1
2023-09-29T13:00,16.3,71,0.00,0.00,18.4,183,32.4,14.4
2023-09-29T14:00,16.0,74,0.00,0.00,19.1,198,31.3,14.2
2023-09-29T15:00,14.9,72,0.00,0.00,15.5,198,29.9,14.0
2023-09-29T16:00,14.5,74,0.00,0.00,16.6,204,27.4,13.7
2023-09-29T17:00,14.1,76,0.10,0.00,9.4,228,26.3,13.4
2023-09-29T18:00,13.4,76,0.40,0.00,7.6,151,11.9,13.3
2023-09-29T19:00,12.9,81,0.00,0.00,15.1,154,23.8,13.2
2023-09-29T20:00,12.4,91,2.30,0.00,18.0,155,28.1,13.1
2023-09-29T21:00,12.1,91,1.90,0.00,19.1,148,28.4,13.0
2023-09-29T22:00,12.0,91,1.10,0.00,13.3,170,29.9,12.9
2023-09-29T23:00,12.0,90,0.90,0.00,11.9,191,25.9,12.9
2023-09-30T00:00,11.6,90,1.10,0.00,10.4,170,20.9,12.8
2023-09-30T01:00,11.4,91,0.40,0.00,14.0,156,22.0,12.8
2023-09-30T02:00,11.3,92,0.90,0.00,14.8,158,23.0,12.8
2023-09-30T03:00,11.2,91,1.20,0.00,11.5,197,20.9,12.5
2023-09-30T04:00,11.4,87,0.10,0.00,28.4,272,49.7,12.6
2023-09-30T05:00,11.5,88,0.10,0.00,30.6,283,51.8,12.6
2023-09-30T06:00,11.7,89,0.30,0.00,26.6,282,40.3,12.6
2023-09-30T07:00,12.1,87,0.00,0.00,29.5,280,45.0,12.7
2023-09-30T08:00,12.4,85,0.10,0.00,24.8,276,45.4,12.9
2023-09-30T09:00,12.3,92,1.40,0.00,22.7,277,37.8,12.7
2023-09-30T10:00,12.7,89,1.30,0.00,27.7,266,42.1,12.9
2023-09-30T11:00,13.0,91,0.20,0.00,19.8,256,41.8,12.9
2023-09-30T12:00,13.5,93,0.30,0.00,22.3,267,36.0,13.2
2023-09-30T13:00,13.1,94,0.10,0.00,23.0,282,35.3,13.0
2023-09-30T14:00,12.4,93,0.30,0.00,27.4,280,41.0,13.0
2023-09-30T15:00,12.1,89,0.80,0.00,25.9,279,43.2,12.8
2023-09-30T16:00,11.9,85,0.00,0.00,25.9,278,40.7,12.8
2023-09-30T17:00,11.7,87,0.10,0.00,24.1,274,40.3,12.7
2023-09-30T18:00,11.3,87,0.20,0.00,22.7,271,38.2,12.7
2023-09-30T19:00,11.1,87,0.20,0.00,25.9,269,39.6,12.6
2023-09-30T20:00,10.9,84,0.10,0.00,25.2,264,39.6,12.6
2023-09-30T21:00,10.7,83,0.10,0.00,22.0,252,33.8,12.6
2023-09-30T22:00,10.6,84,0.10,0.00,22.3,251,34.6,12.5
2023-09-30T23:00,10.4,83,0.10,0.00,21.2,245,34.6,12.5
2023-10-01T00:00,10.4,83,0.10,0.00,19.1,244,31.0,12.3
2023-10-01T01:00,10.3,85,0.00,0.00,19.4,241,29.9,12.3
2023-10-01T02:00,10.4,86,0.00,0.00,19.1,244,31.0,12.2
2023-10-01T03:00,10.2,86,0.00,0.00,13.7,227,25.2,12.0
2023-10-01T04:00,10.2,86,0.00,0.00,14.4,239,22.7,12.0
2023-10-01T05:00,10.1,86,0.00,0.00,10.4,234,22.7,11.9
2023-10-01T06:00,10.3,83,0.00,0.00,10.4,228,18.4,11.7
2023-10-01T07:00,10.4,80,0.00,0.00,9.4,210,17.3,11.8
2023-10-01T08:00,10.7,78,0.00,0.00,7.2,169,15.1,12.2
2023-10-01T09:00,11.6,71,0.00,0.00,5.0,249,15.1,12.6
2023-10-01T10:00,12.4,71,0.00,0.00,7.6,282,15.1,12.9
2023-10-01T11:00,12.9,68,0.00,0.00,9.4,296,17.3,13.1
2023-10-01T12:00,12.8,66,0.00,0.00,7.6,310,16.9,12.9
2023-10-01T13:00,13.3,65,0.00,0.00,6.1,288,14.8,13.0
2023-10-01T14:00,13.0,65,0.00,0.00,5.4,14,13.0,12.7
2023-10-01T15:00,12.4,72,0.00,0.00,11.9,15,20.2,12.5
2023-10-01T16:00,11.9,75,0.00,0.00,12.2,26,20.5,12.3
2023-10-01T17:00,11.8,75,0.00,0.00,6.1,21,19.1,12.1
2023-10-01T18:00,11.5,78,0.00,0.00,1.8,356,11.5,12.1
2023-10-01T19:00,11.3,84,0.10,0.00,2.5,336,5.4,12.1
2023-10-01T20:00,11.2,92,1.00,0.00,5.8,125,12.6,12.1
2023-10-01T21:00,11.4,75,1.90,0.00,9.7,149,15.8,12.0
2023-10-01T22:00,10.7,83,0.50,0.00,12.2,171,18.7,12.0
2023-10-01T23:00,10.6,86,0.20,0.00,12.6,175,22.3,12.1
2023-10-02T00:00,11.4,79,0.00,0.00,15.1,201,24.1,12.0
2023-10-02T01:00,12.1,87,0.00,0.00,17.6,236,29.2,12.2
2023-10-02T02:00,12.2,90,0.00,0.00,15.5,260,28.8,12.3
2023-10-02T03:00,11.9,87,0.00,0.00,14.8,244,23.0,12.1
2023-10-02T04:00,11.9,86,0.00,0.00,14.0,233,23.0,12.0
2023-10-02T05:00,11.4,85,0.00,0.00,11.2,214,22.3,11.9
2023-10-02T06:00,10.7,86,0.00,0.00,9.4,206,14.8,11.8
2023-10-02T07:00,11.6,79,0.00,0.00,18.0,198,28.4,12.1
2023-10-02T08:00,12.0,76,0.00,0.00,19.1,172,33.5,12.3
2023-10-02T09:00,11.0,70,0.10,0.00,15.1,165,31.3,12.6
2023-10-02T10:00,10.8,79,0.30,0.00,16.2,171,27.4,12.6
2023-10-02T11:00,12.5,71,0.00,0.00,16.2,184,28.8,12.6
2023-10-02T12:00,13.4,68,0.00,0.00,22.0,196,41.4,12.8
2023-10-02T13:00,13.6,75,0.30,0.00,18.7,210,35.6,12.7
2023-10-02T14:00,13.1,76,0.40,0.00,20.5,206,32.8,12.8
2023-10-02T15:00,12.8,74,0.00,0.00,19.1,211,36.4,12.6
2023-10-02T16:00,12.5,75,0.00,0.00,17.6,217,30.2,12.5
2023-10-02T17:00,12.3,89,1.80,0.00,10.8,206,27.4,12.3
2023-10-02T18:00,12.1,87,0.10,0.00,12.2,208,19.4,12.1
2023-10-02T19:00,12.1,84,0.00,0.00,15.1,215,23.8,12.1
2023-10-02T20:00,12.0,82,0.00,0.00,15.8,210,24.5,12.1
2023-10-02T21:00,12.0,83,0.00,0.00,14.0,195,22.3,12.0
2023-10-02T22:00,11.4,85,0.00,0.00,12.6,181,22.0,12.0
2023-10-02T23:00,11.3,82,0.00,0.00,13.7,199,21.2,12.0
2023-10-03T00:00,12.0,80,0.00,0.00,15.8,203,24.8,12.3
2023-10-03T01:00,11.1,81,0.00,0.00,16.2,204,26.3,12.3
2023-10-03T02:00,10.9,81,0.00,0.00,15.8,191,25.2,12.3
2023-10-03T03:00,10.7,79,0.00,0.00,18.0,174,28.1,12.1
2023-10-03T04:00,10.4,81,0.00,0.00,13.7,162,27.4,12.1
2023-10-03T05:00,10.4,83,0.00,0.00,16.2,167,25.6,12.1
2023-10-03T06:00,10.0,90,0.00,0.00,18.0,160,33.5,11.8
2023-10-03T07:00,10.2,86,0.00,0.00,22.3,156,33.8,12.1
2023-10-03T08:00,10.7,81,0.00,0.00,17.6,167,36.7,12.4
2023-10-03T09:00,11.0,82,1.30,0.00,16.9,168,26.6,12.6
2023-10-03T10:00,11.8,82,0.30,0.00,12.6,166,25.9,12.8
2023-10-03T11:00,12.6,77,0.20,0.00,5.0,193,21.6,13.0
2023-10-03T12:00,13.3,66,0.10,0.00,19.4,203,32.0,13.2
2023-10-03T13:00,14.1,67,0.10,0.00,17.3,180,34.2,13.2
2023-10-03T14:00,13.0,81,0.60,0.00,20.5,168,35.3,13.0
2023-10-03T15:00,13.0,81,0.20,0.00,17.6,197,33.5,12.8
2023-10-03T16:00,12.5,85,0.50,0.00,18.7,193,31.3,12.7
